division	Alajuela	#4433BE
division	Heredia	#4235C0
division	San Jose	#4137C2
division	Costa Rica	#403AC4
division	Cartago CR	#403DC5
division	Limon	#4040C6
division	Grenada	#3F43C7
division	Saint Vincent and the Grenadines	#3F46C8
division	Barbados	#3F49C9
division	San Salvador	#3F4CCA
division	Saint Lucia	#3F4FCB
division	Ocotepeque	#3F52CD
division	Comayagua	#3F55CE
division	Valle	#3E58CF
division	Yoro	#3E5BD0
division	Francisco Morazán	#3E5ED0
division	Choluteca	#3F60D0
division	El Paraíso	#3F63CF
division	Honduras	#4066CF
division	Olancho	#4069CF
division	Dominica	#416BCE
division	San Marcos	#416ECE
division	Quetzaltenango	#4271CE
division	Huehuetenango	#4274CE
division	Totonicapan	#4376CD
division	Quiche	#4379CD
division	Chimaltenango	#447CCD
division	Escuintla	#457ECB
division	Sacatepequez	#4580CA
division	Guatemala City	#4682C9
division	Alta Verapaz	#4784C7
division	Baja Verapaz	#4887C6
division	El Progreso	#4989C5
division	Jalapa	#4A8BC3
division	Peten	#4B8DC2
division	Guatemala	#4C8FC0
division	Jutiapa	#4C91BF
division	Chiquimula	#4D94BE
division	Izabal	#4E96BC
division	Basse-Terre	#4F97BA
division	Sainte-Rose	#5199B8
division	Trois-Rivières	#529AB6
division	Lamentin	#539CB4
division	Baie-Mahault	#549DB2
division	Guadeloupe	#559FB0
division	Pointe-A-Pitre	#57A0AE
division	Les Abymes	#58A2AC
division	Le Gosier	#59A4AA
division	Morne À l'Eau	#5AA5A8
division	Toledo	#5BA7A6
division	Belize	#5DA8A3
division	Cayo	#5EA9A1
division	Stann Creek	#60AA9F
division	Belmopan	#61AB9C
division	Orange Walk	#63AC9A
division	Corozal	#64AD98
division	Antigua and Barbuda	#66AE95
division	Saint Barthélemy	#67AF93
division	Sint Maarten	#69B091
division	Saint Martin	#6AB18F
division	Jamaica	#6CB28C
division	Santo Domingo	#6EB38A
division	Dominican Republic	#6FB488
division	Haiti	#71B486
division	Baja California	#73B583
division	Baja California Sur	#75B581
division	Sonora	#77B67F
division	Sinaloa	#78B77D
division	Chihuahua	#7AB77B
division	Nayarit	#7CB878
division	Durango	#7EB876
division	Colima	#80B974
division	Jalisco	#82BA72
division	Zacatecas	#84BA70
division	Aguascalientes	#86BB6E
division	Coahuila	#88BB6C
division	Michoacan	#8ABB6A
division	Guanajuato	#8CBB69
division	San Luis Potosi	#8EBC67
division	Queretaro	#90BC65
division	Nuevo Leon	#92BC63
division	Guerrero	#94BD61
division	Estado de Mexico	#96BD60
division	Mexico City	#98BD5E
division	Mexico	#9ABE5C
division	Hidalgo	#9CBE5B
